"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"6151","H","","HALLMARK_NOTCH_SIGNALING","ARRB1",408,"ENSG00000137486","ARRB1",408,"ENSG00000137486","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6152","H","","HALLMARK_NOTCH_SIGNALING","CCND1",595,"ENSG00000110092","CCND1",595,"ENSG00000110092","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6153","H","","HALLMARK_NOTCH_SIGNALING","CUL1",8454,"ENSG00000055130","CUL1",8454,"ENSG00000055130","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6154","H","","HALLMARK_NOTCH_SIGNALING","DLL1",28514,"ENSG00000198719","DLL1",28514,"ENSG00000198719","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6155","H","","HALLMARK_NOTCH_SIGNALING","DLL1",28514,"ENSG00000275555","DLL1",28514,"ENSG00000275555","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6156","H","","HALLMARK_NOTCH_SIGNALING","DTX1",1840,"ENSG00000135144","DTX1",1840,"ENSG00000135144","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6157","H","","HALLMARK_NOTCH_SIGNALING","DTX2",113878,"ENSG00000091073","DTX2",113878,"ENSG00000091073","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6158","H","","HALLMARK_NOTCH_SIGNALING","DTX2",113878,"ENSG00000282379","DTX2",113878,"ENSG00000282379","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6159","H","","HALLMARK_NOTCH_SIGNALING","DTX4",23220,"ENSG00000110042","DTX4",23220,"ENSG00000110042","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6160","H","","HALLMARK_NOTCH_SIGNALING","FBXW11",23291,"ENSG00000072803","FBXW11",23291,"ENSG00000072803","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6161","H","","HALLMARK_NOTCH_SIGNALING","FZD1",8321,"ENSG00000157240","FZD1",8321,"ENSG00000157240","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6162","H","","HALLMARK_NOTCH_SIGNALING","FZD5",7855,"ENSG00000163251","FZD5",7855,"ENSG00000163251","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6163","H","","HALLMARK_NOTCH_SIGNALING","FZD7",8324,"ENSG00000155760","FZD7",8324,"ENSG00000155760","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6164","H","","HALLMARK_NOTCH_SIGNALING","HES1",3280,"ENSG00000114315","HES1",3280,"ENSG00000114315","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6165","H","","HALLMARK_NOTCH_SIGNALING","HEYL",26508,"ENSG00000163909","HEYL",26508,"ENSG00000163909","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6166","H","","HALLMARK_NOTCH_SIGNALING","JAG1",182,"ENSG00000101384","JAG1",182,"ENSG00000101384","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6167","H","","HALLMARK_NOTCH_SIGNALING","KAT2A",2648,"ENSG00000108773","KAT2A",2648,"ENSG00000108773","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6168","H","","HALLMARK_NOTCH_SIGNALING","LFNG",3955,"ENSG00000106003","LFNG",3955,"ENSG00000106003","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6169","H","","HALLMARK_NOTCH_SIGNALING","MAML2",84441,"ENSG00000184384","MAML2",84441,"ENSG00000184384","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6170","H","","HALLMARK_NOTCH_SIGNALING","NOTCH1",4851,"ENSG00000148400","NOTCH1",4851,"ENSG00000148400","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6171","H","","HALLMARK_NOTCH_SIGNALING","NOTCH2",4853,"ENSG00000134250","NOTCH2",4853,"ENSG00000134250","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6172","H","","HALLMARK_NOTCH_SIGNALING","NOTCH3",4854,"ENSG00000074181","NOTCH3",4854,"ENSG00000074181","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6173","H","","HALLMARK_NOTCH_SIGNALING","PPARD",5467,"ENSG00000112033","PPARD",5467,"ENSG00000112033","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6174","H","","HALLMARK_NOTCH_SIGNALING","PRKCA",5578,"ENSG00000154229","PRKCA",5578,"ENSG00000154229","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6175","H","","HALLMARK_NOTCH_SIGNALING","PSEN2",5664,"ENSG00000143801","PSEN2",5664,"ENSG00000143801","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6176","H","","HALLMARK_NOTCH_SIGNALING","PSENEN",55851,"ENSG00000205155","PSENEN",55851,"ENSG00000205155","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6177","H","","HALLMARK_NOTCH_SIGNALING","RBX1",9978,"ENSG00000100387","RBX1",9978,"ENSG00000100387","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6178","H","","HALLMARK_NOTCH_SIGNALING","SAP30",8819,"ENSG00000164105","SAP30",8819,"ENSG00000164105","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6179","H","","HALLMARK_NOTCH_SIGNALING","SKP1",6500,"ENSG00000113558","SKP1",6500,"ENSG00000113558","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6180","H","","HALLMARK_NOTCH_SIGNALING","ST3GAL6",10402,"ENSG00000064225","ST3GAL6",10402,"ENSG00000064225","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6181","H","","HALLMARK_NOTCH_SIGNALING","TCF7L2",6934,"ENSG00000148737","TCF7L2",6934,"ENSG00000148737","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6182","H","","HALLMARK_NOTCH_SIGNALING","WNT2",7472,"ENSG00000105989","WNT2",7472,"ENSG00000105989","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6183","H","","HALLMARK_NOTCH_SIGNALING","WNT5A",7474,"ENSG00000114251","WNT5A",7474,"ENSG00000114251","M5903","26771021","","","","Genes up-regulated by activation of Notch signaling."
"6184","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ABCB7",22,"ENSG00000131269","ABCB7",22,"ENSG00000131269","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6185","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACAA1",30,"ENSG00000060971","ACAA1",30,"ENSG00000060971","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6186","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACAA2",10449,"ENSG00000167315","ACAA2",10449,"ENSG00000167315","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6187","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACADM",34,"ENSG00000117054","ACADM",34,"ENSG00000117054","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6188","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACADSB",36,"ENSG00000196177","ACADSB",36,"ENSG00000196177","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6189","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACADVL",37,"ENSG00000072778","ACADVL",37,"ENSG00000072778","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6190","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACAT1",38,"ENSG00000075239","ACAT1",38,"ENSG00000075239","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6191","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ACO2",50,"ENSG00000100412","ACO2",50,"ENSG00000100412","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6192","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","AFG3L2",10939,"ENSG00000141385","AFG3L2",10939,"ENSG00000141385","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6193","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","AIFM1",9131,"ENSG00000156709","AIFM1",9131,"ENSG00000156709","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6194","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ALAS1",211,"ENSG00000023330","ALAS1",211,"ENSG00000023330","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6195","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ALDH6A1",4329,"ENSG00000119711","ALDH6A1",4329,"ENSG00000119711","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6196","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP1B1",481,"ENSG00000143153","ATP1B1",481,"ENSG00000143153","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6197","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5F1A",498,"ENSG00000152234","ATP5F1A",498,"ENSG00000152234","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6198","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5F1B",506,"ENSG00000110955","ATP5F1B",506,"ENSG00000110955","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6199","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5F1C",509,"ENSG00000165629","ATP5F1C",509,"ENSG00000165629","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6200","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5F1D",513,"ENSG00000099624","ATP5F1D",513,"ENSG00000099624","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6201","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5F1E",514,"ENSG00000124172","ATP5F1E",514,"ENSG00000124172","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6202","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5MC1",516,"ENSG00000159199","ATP5MC1",516,"ENSG00000159199","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6203","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5MC2",517,"ENSG00000135390","ATP5MC2",517,"ENSG00000135390","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6204","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5MC3",518,"ENSG00000154518","ATP5MC3",518,"ENSG00000154518","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6205","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5ME",521,"ENSG00000169020","ATP5ME",521,"ENSG00000169020","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6206","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5MF",9551,"ENSG00000241468","ATP5MF",9551,"ENSG00000241468","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6207","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5MG",10632,"ENSG00000167283","ATP5MG",10632,"ENSG00000167283","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6208","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5PB",515,"ENSG00000116459","ATP5PB",515,"ENSG00000116459","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6209","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5PD",10476,"ENSG00000167863","ATP5PD",10476,"ENSG00000167863","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6210","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5PF",522,"ENSG00000154723","ATP5PF",522,"ENSG00000154723","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6211","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP5PO",539,"ENSG00000241837","ATP5PO",539,"ENSG00000241837","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6212","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6AP1",537,"ENSG00000071553","ATP6AP1",537,"ENSG00000071553","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6213","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V0B",533,"ENSG00000117410","ATP6V0B",533,"ENSG00000117410","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6214","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V0C",527,"ENSG00000185883","ATP6V0C",527,"ENSG00000185883","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6215","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V0E1",8992,"ENSG00000113732","ATP6V0E1",8992,"ENSG00000113732","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6216","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1C1",528,"ENSG00000155097","ATP6V1C1",528,"ENSG00000155097","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6217","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1D",51382,"ENSG00000100554","ATP6V1D",51382,"ENSG00000100554","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6218","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1E1",529,"ENSG00000131100","ATP6V1E1",529,"ENSG00000131100","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6219","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1F",9296,"ENSG00000128524","ATP6V1F",9296,"ENSG00000128524","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6220","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1G1",9550,"ENSG00000136888","ATP6V1G1",9550,"ENSG00000136888","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6221","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ATP6V1H",51606,"ENSG00000047249","ATP6V1H",51606,"ENSG00000047249","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6222","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","BAX",581,"ENSG00000087088","BAX",581,"ENSG00000087088","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6223","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","BCKDHA",593,"ENSG00000248098","BCKDHA",593,"ENSG00000248098","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6224","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","BDH2",56898,"ENSG00000164039","BDH2",56898,"ENSG00000164039","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6225","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CASP7",840,"ENSG00000165806","CASP7",840,"ENSG00000165806","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6226","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX10",1352,"ENSG00000006695","COX10",1352,"ENSG00000006695","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6227","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX11",1353,"ENSG00000166260","COX11",1353,"ENSG00000166260","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6228","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX15",1355,"ENSG00000014919","COX15",1355,"ENSG00000014919","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6229","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX17",10063,"ENSG00000138495","COX17",10063,"ENSG00000138495","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6230","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX4I1",1327,"ENSG00000131143","COX4I1",1327,"ENSG00000131143","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6231","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX5A",9377,"ENSG00000178741","COX5A",9377,"ENSG00000178741","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6232","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX5B",1329,"ENSG00000135940","COX5B",1329,"ENSG00000135940","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6233","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX6A1",1337,"ENSG00000111775","COX6A1",1337,"ENSG00000111775","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6234","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX6B1",1340,"ENSG00000126267","COX6B1",1340,"ENSG00000126267","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6235","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX6C",1345,"ENSG00000164919","COX6C",1345,"ENSG00000164919","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6236","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX7A2",1347,"ENSG00000112695","COX7A2",1347,"ENSG00000112695","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6237","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX7A2L",9167,"ENSG00000115944","COX7A2L",9167,"ENSG00000115944","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6238","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX7B",1349,"ENSG00000131174","COX7B",1349,"ENSG00000131174","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6239","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX7C",1350,"ENSG00000127184","COX7C",1350,"ENSG00000127184","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6240","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","COX8A",1351,"ENSG00000176340","COX8A",1351,"ENSG00000176340","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6241","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CPT1A",1374,"ENSG00000110090","CPT1A",1374,"ENSG00000110090","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6242","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CS",1431,"ENSG00000062485","CS",1431,"ENSG00000062485","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6243","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CYB5A",1528,"ENSG00000166347","CYB5A",1528,"ENSG00000166347","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6244","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CYB5R3",1727,"ENSG00000100243","CYB5R3",1727,"ENSG00000100243","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6245","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CYC1",1537,"ENSG00000179091","CYC1",1537,"ENSG00000179091","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6246","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","CYCS",54205,"ENSG00000172115","CYCS",54205,"ENSG00000172115","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6247","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","DECR1",1666,"ENSG00000104325","DECR1",1666,"ENSG00000104325","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6248","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","DLAT",1737,"ENSG00000150768","DLAT",1737,"ENSG00000150768","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6249","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","DLD",1738,"ENSG00000091140","DLD",1738,"ENSG00000091140","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6250","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","DLST",1743,"ENSG00000119689","DLST",1743,"ENSG00000119689","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6251","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ECH1",1891,"ENSG00000104823","ECH1",1891,"ENSG00000104823","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6252","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ECH1",1891,"ENSG00000282853","ECH1",1891,"ENSG00000282853","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6253","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ECHS1",1892,"ENSG00000127884","ECHS1",1892,"ENSG00000127884","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6254","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ECI1",1632,"ENSG00000167969","ECI1",1632,"ENSG00000167969","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6255","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ETFA",2108,"ENSG00000140374","ETFA",2108,"ENSG00000140374","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6256","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ETFB",2109,"ENSG00000105379","ETFB",2109,"ENSG00000105379","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6257","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ETFDH",2110,"ENSG00000171503","ETFDH",2110,"ENSG00000171503","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6258","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","FDX1",2230,"ENSG00000137714","FDX1",2230,"ENSG00000137714","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6259","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","FH",2271,"ENSG00000091483","FH",2271,"ENSG00000091483","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6260","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","FXN",2395,"ENSG00000165060","FXN",2395,"ENSG00000165060","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6261","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GLUD1",2746,"ENSG00000148672","GLUD1",2746,"ENSG00000148672","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6262","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GOT2",2806,"ENSG00000125166","GOT2",2806,"ENSG00000125166","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6263","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GPI",2821,"ENSG00000105220","GPI",2821,"ENSG00000105220","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6264","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GPI",2821,"ENSG00000282019","GPI",2821,"ENSG00000282019","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6265","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GPX4",2879,"ENSG00000167468","GPX4",2879,"ENSG00000167468","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6266","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","GRPEL1",80273,"ENSG00000109519","GRPEL1",80273,"ENSG00000109519","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6267","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HADHA",3030,"ENSG00000084754","HADHA",3030,"ENSG00000084754","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6268","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HADHB",3032,"ENSG00000138029","HADHB",3032,"ENSG00000138029","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6269","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HCCS",3052,"ENSG00000004961","HCCS",3052,"ENSG00000004961","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6270","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HSD17B10",3028,"ENSG00000072506","HSD17B10",3028,"ENSG00000072506","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6271","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HSPA9",3313,"ENSG00000113013","HSPA9",3313,"ENSG00000113013","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6272","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HTRA2",27429,"ENSG00000115317","HTRA2",27429,"ENSG00000115317","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6273","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IDH1",3417,"ENSG00000138413","IDH1",3417,"ENSG00000138413","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6274","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IDH2",3418,"ENSG00000182054","IDH2",3418,"ENSG00000182054","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6275","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IDH3A",3419,"ENSG00000166411","IDH3A",3419,"ENSG00000166411","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6276","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IDH3B",3420,"ENSG00000101365","IDH3B",3420,"ENSG00000101365","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6277","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IDH3G",3421,"ENSG00000067829","IDH3G",3421,"ENSG00000067829","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6278","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","IMMT",10989,"ENSG00000132305","IMMT",10989,"ENSG00000132305","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6279","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ISCA1",81689,"ENSG00000135070","ISCA1",81689,"ENSG00000135070","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6280","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","ISCU",23479,"ENSG00000136003","ISCU",23479,"ENSG00000136003","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6281","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","LDHA",3939,"ENSG00000134333","LDHA",3939,"ENSG00000134333","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6282","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","LDHA",3939,"ENSG00000288299","LDHA",3939,"ENSG00000288299","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6283","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","LDHB",3945,"ENSG00000111716","LDHB",3945,"ENSG00000111716","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
